,Review,Sentiment,Number
488,"One of the few restaurants I was most excited for but was left the most disappointed... Based on the reviews and pictures I came here with high expectations, unfortunately my experience was very underwhelming.

My friends and I ordered the crispy octopus tacos, hakka brown wontons, torched tamari glazed beef carpaccio, sichuan braised beef and the whole fried giggie trout. My table all agreed that the tacos were delicious and the best out of everything, and since this was the first dish brought to us we had very high hopes for the rest of our dinner. 

The rest of our food were just mediocre - it wasn't BAD but it wasn't to die for either. It honestly tasted like stuff we can make at home, which some people may not mind but my friends and I were expecting the fusion tastes to be more noticeable and long the lines of tastes we've never tried or experienced. The flavours/tastes didn't compliment each other or stood out to us at all, so we didn't really experience the ""fusion"" in any of the dishes except for the tacos. 

Some of the criticism agreed by my entire table for certain dishes were:

- the braised beef tasted exactly like the beef in pho, which is weird because the seasoning is completely different
- the wontons were a bit too salty 
- the trout was a bit too oily for us
- not enough sauces on the beef carpaccio, so it was too plain

Not only were the tastes not there, the portions were ridiculously small for the price (especially the tacos), aside from the trout. We usually order the same amount of food for 4 girls elsewhere and never finish - we finished all of the food here and were still hungry! Our final bill was $200 on the dot after taxes which is supposed to be AVERAGE I guess... but not worth it at DaiLo because we weren't full/satisfied. I feel like we could've spent the same amount elsewhere and gotten a better experience with food and actually be full afterwards. 

Despite the food not meeting our expectations, service was outstanding and impeccable. Our server was very patient with us and answered all of our questions, and explained each dish that came out beautifully. Our waters were always filled, and dishes were cleared quickly so our table was never too crowded. It was very quick to get his attention too when needed. 

Would I come back? Most likely not. I applaud DaiLo for trying with the the whole fusion scene but it just didn't work for us. The ""fusion"" additions they tried weren't enough to make most of the dishes stand out to us, the dishes tasted far too familiar at home... Sucks because we all really wanted to like this place!",0,488
673,"Lai Wah Heen offers excellent service and good food. The prices are higher compared to restaurants in Chinatown nearby, but you are paying for better service and food. 

The service is always great here. Servers are attentive and friendly. The atmosphere is casual. Overall, I enjoy most of the items I've had here. You will not leave disappointed if you have a dinner here. The service and food are both great. 

However, I am only giving it a 3 stars because I think the prices are high for what you get. Yes, the food is better than some of the cheaper restaurants in Chinatown. However, it isn't anything exceptional to me for the price they charge. It is priced higher because it is in a great location perhaps. For the prices here, I am expecting more unique items.",1,673
403,"I did not choose this place myself, but a friend had reservations for our group of friends on a Saturday night. Waited about 20 minutes to be seated. It is a pretty cozy place and very packed, but I assumed that meant it was delicious too! I thought the food was much too overpriced for the portions. I chose the angel hair pasta and it just tasted like something you whip up at home for a quick meal. I admit I should have just chosen something else with more flavor, but the prices were stopping me. 
I did really enjoy the calamari salad though. It was flavorful and perfectly grilled. Delicious. 
I have to note that it was super chilly inside to the point where my teeth were chattering at the end of our meal. 
I would like to come back to try a different dish though!",1,403
224,"This place is a hidden gem and the prices are great! It looks like the restaurant needs some renovation, but don't be fooled by the interior, the food here is great!

Service:

The owner is very friendly and welcoming. He is the chef as well. The service was attentive and the server ensured everything was going well.  

Food:

Lobster Risotto - This was very creamy and cheesy. I took one bite and I knew right away that this is something I would order again if I return in the future. Highly recommend this if you eat here.

Gnocchi - The gnocchi is handmade and it was delicious. The texture of the gnocchi was amazing. The gnocchi was in a rose sauce and this was very tasty. 

Overall:

I enjoyed the food here very much; I absolutely love the pasta here! The prices are also very good for the food quality. I will definitely return to try more pasta.",2,224
484,"Small portions, and flavors weren't very exciting for ""upscale fusion"". Seemed pretty typical Asian.

Staff was good and attentive.

All in all the atmosphere and experience felt very pretentious.",1,484
170,"I recently visited La Marquesita, and I have to say I really enjoyed their taquito, they lightly pass the tortilla through oil (makes it a little crunchy) and the filling for the beef is incredibly delicious -- spice levels can also be adjusted to your own taste. Whilst I haven't tried much else on the menu, the one thing I did have was pretty legit. I'd put it above the beef taco at 7 lives which is currently top rated in Toronto right now. Looking forward to going back! 

If you're hesitant to try due to limited reviews, I hope my suggestion urges you to try!",2,170
234,"This is one of my favourite newly found gems for great pasta! All the staff are extremely friendly and greet you right as you walk in. What's great about it is that you can't eat for here and pack it to go! Another great thing about Baretto Caffe is that you're able to pick what kind of pasta you'd like to eat (rotini, fettuccini, penne, etc.). I've had their rosé rotini pasta and it's to die for. It tastes very authentic to their culture and its great for its price. I'd like to say that their food was the star of the show, however their service and friendliness of all the staff really made it one of the most enjoyable and pleasant dining experiences I've had, if not the best! I would go here again :)

Food: 10/10
Service: 10/10
Worth?: 10/10",2,234
675,"Regardless if you're Chinese food purist or a new age Asian fusion maven, you'll probably find something here that you'll like. 

Keep in mind you are dining in the double tree, so you will be paying for everything from the food to the service. 

I made a reservation for Christmas Eve dinner and it was quite busy. The star dishes here are really the Peking duck or lobster if you're having a big dinner party. The lobster can be cooked in two different styles, so I would opt for one fried and one steamed so you get some variety. The pork belly here is incredibly tender and the best I've had so far. I would stay away from the dim sum platter, as it leaves much to the imagination. However, their specialty dim sum seem to be a hit, so that may be something I'll have to come back and try. 

If you are parking in the hotel underground lot, the restaurant will cover part of the cost!",2,675
457,"I was so excited to come here based on the number of reviews that said this was ""the best ramen in Toronto"". 

I was underwhelmed. The spicy red miso ramen had zero flavor and zero spice. 

Service was great and friendly. I joined the waitlist on Yelp while we were ubering from Union. By the time we got there we waited less than five minutes. 

You just put yourself on the waitlist and once you get there you check in with the host. They text you once your table is ready. Very efficient. 

But yeah. It was ok. I've had better ramen...",1,457
127,"Located at the back of the El Gordo complex in Kensington Market is a little hole in the wall you will not want to miss. La Chilaca Taqueria serves up authentic delicious Mexican cuisine at a price point that will knock your socks off!

I ended up trying their daily special (two Pastor Tacos for $5.00) and was thoroughly impressed. First of all, these things are huge (similar to the ones at Seven Lives). They have a crisp, grilled double layered corn tortilla which was absolutely delicious - soft, pliable and surprisingly light with just a hint of sweetness and a slight charred flavour. What really amazed me was that the tortilla held together even with all the filling inside it!

The inside of the tortilla is stuffed with a generous amount of delicious, tender marinated pork which was then topped with fresh onions, pineapple and cilantro. I loved how the sweet juicy pineapples added a vibrant summertime feel to the well-seasoned meat and the cilantro complimented everything with a light citrusy and peppery overtone. I squeezed on a splash of lime for a bit more of a sweet citrus kick. And then added on some of the red spicy sauce to enhance the flavours (although in retrospect, I should have probably gone with the green mild sauce instead). Definitely a taco you won't want to miss!",2,127
171,"Food (3/5): decent. The corn chips were nice and crispy but the toppings were lacklustre in taste. There also wasn't enough sauce and cheese to cover the chips 

Price (2.5/5): a bit over priced for what you get 

Ambiance (3.5/5): quaint and cute decor, in a good location. No seating though!

Service (4/5): got this to go through ritual, the food was made fresh and there was only a very brief wait!",1,171
247,"We came here today to have her usual Sunday family dinner. However, we found her self with a very poor service, unfriendly waiter, cold food and very plain flavors. The place is very cozy, Nevertheless I would not recommend this place.",0,247
53,"The service was amazing, the guy that greeted us especially was very enthusiastic. But .. when it came from the food. it was definitely 1/5. No flavour , no seasoning no nothing. We ordered 6 Tacos, Guac and chips and cheese Pupusas . To begin with the tacos lets just say we didn't eat them all. The shrimp tasted too.. fishy? not enough toppings on the taco. The beef was blend and so was the chicken. Only good thing about our order was the guac and chips. I normally go to taco Gus at Kensington (highly recommend ) and I regret trying something new.",0,53
547,"I walk by Hotopia most days on my way home from work, and if you've ever passed by, you've probably smelled that strongggg spicy spice from outside. Maybe just walking by has even cleared your sinuses. It's been packed (usually with a line up) most nights when I've passed by which is why I've waited so long to check it out, but a few friends and I finally made our way here for dinner this past Sunday. I put my name on the Yelp waitlist for five people for 6pm, which turned out to be unnecessary as there were several empty tables when we arrived. (The restaurant got busy later around 7pm, and there were a few groups waiting for tables).

We have varying levels of spice tolerance between the five of us, so we ordered three dishes to share: pea sprouts in broth, steamed chicken with chili sauce, and the Sichuan pepper numb basa. The pea sprouts were the only non-spicy dish we ordered, and it was pretty standard as far as Chinese pea sprout dishes go (including the high price point). The steamed chicken wasn't too spicy and quite oily - watch out for the bones! The Sichuan pepper numb basa was the main dish that we ate with rice - it's definitely spicy, but not too numbing (as long as you avoid actually eating the peppercorns themselves, which I definitely did). There were quite a lot of pieces of basa as well as eggplant, and despite sweating and turning red from the spice, we found ourselves finishing everything. 

Service is pretty friendly, and they were fast to fill up our water (which we definitely needed). The bill came to ~$14 per person which was pretty decent for such a filling meal. This isn't my favorite type of Chinese cuisine as I'll admit, I can't really handle the heat. But I'm definitely interested in coming back to try some other dishes!",1,547
445,"Solid dishes, great atmosphere. I love the concept of family style sharing of the dishes, which were recommended to us.

The best we had which I highly recommend:

-Eggplant kibbeh
-seared cauliflower 
-Spanish octopus
-ME fried chicken
-beef tartare 
- Turkish manti dumplings (the best ever)

Just order a little of everything and you can't go wrong!!",2,445
323,"I ordered the Siciliana pasta. For the prices that everything is on the menu, it's definitely worth it. We all got a pretty big portion. In terms of taste however, it didn't really blow me away. 

Although the food took quite some time to get to us (30 minutes) the service was great. I had this waitress from Ireland who was quite nice. When I wasn't sure of which wine to get, she also brought me tasters. 

Overall, it's a good place for fairly cheap Italian food but it didn't blow my socks off.",1,323
555,"Cute family run restaurant in Chinatown.
Everything made fresh and speedy.
Food is okay. The restaurant is busy but not full.",1,555
546,"This place has everything I want in a downtown Chinese restaurant:
-Genuine & delicious Chinese food
-Cool atmosphere and modern internal decor
-BIG portion with not so expensive price
-CLEAN and tidy

If you order any of the bowl, it is sufficient for two by itself for a price of $28-30. My girlfriend and I had so much leftovers at the end that it can be another meal later.",2,546
162,"Wowwwwwww this place is BOMB. First of all, everything is in Spanish and if you come here, you should speak Spanish. They can speak English, but like... it's part of the experience. Speak Spanish if you can. The food was AH.MAZE.ING. Wow. The tacos were perfect. They gave us a lot of hot sauce and I must warn you - try the hot sauce first. Don't just put it in your mouth or on your food. It's extremely spicy. We had some Spanish ballads playing in the background and horchata to match (the horchata was great for dealing with that spicy hot sauce, too). The place is very small and it doesn't serve alcohol. Maybe try take out?",2,162
123,"Let's taco bout this. Affordable tacos with well sized portions. What else can you ask for ?

La chilaca taqueria is small taco shop serving delicious morsels for a great price!  Selling 3-5$ tacos and certain specials (like 10$ for 4 pastor tacos). 

I ordered the carne, pastor, carnitas, pollo, and fish. I only wish I didn't get full so fast because I wanted more. Probably the closest thing I've tasted to tacos on the street in Mexico. 

Would highly recommend the fish ( very fresh and light) and the pastor (if you're a fan of pineapples) and if not go for the pork. They even have there own salsa station with grilled jalapeños to accompany your tacos for a complete bite. The shop is small and the interiors aren't of high class but who cares, cause the food is amazing. Number Juan in my books.",2,123
204,"Go for the Gusto! Superb service, great ambiance and fantastic food. 
Planned a small surprise birthday dinner for my sister. She listed this as one of her favourite eateries in the city so I arrived early with balloons. 
The front entrance staff were very kind to allow me to get a table for four ...with balloons LOL. 
Wait staff were equally friendly and very fast. Service was excellent. 
Food: my sister highly enjoys their kale salad. I thought it was great - massaged kale shredded with some sort of lemon vinaigrette and topped with Parmesan shavings. 
I spied the pizzas making their way to the tables of others so I went with a  prosciutto and arugula option. It was delicious. Perfect combination of flavours with a light, crispy crust. 

Definitely recommend for a nice, light meal with friends. A little loud for a date night but groups seem to like it (there's a second level and a patio during the summer months).",2,204
159,"Don't expect a Chipotle/Taco Bell type place!

Parking:  There is drive-thru parking for this plaza, but lot was full of deep potholes.  It's best to park on Macdonald Ave.  It's a small residential street, just north of Lawrence.

Restaurant itself is SMALL.  There are 4 tables and a counter with a few stools.  Restaurant opens early for Desayunos.

I believe this restaurant specialises in Michoacan food, the birthplace of canitas, low and slow cooked meats, and stews such as pozole.  Prices for specialty items were on the ""higher end"", e.g. pozole was $15 and a Michoacano Burrito (snout-to-tail, slow cooked pork), $15.  There wasn't much sauce in the burrito itself, no rice, just meat.  It was nicely cooked, but quite porkie.

Overall, the tastes are quite different than, let's say, your typical taco places downtown.  It's more about regional cooking.

Area seems a bit rough, so some of the prices did surprise me.  Ok to try, but I wouldn't drive out of my way (esp at night) to head there!",1,159
169,"I serendipitously passed by Quetzal in early August after dinner while walking along College with my girlfriend. The warm and dazzling interior immediately drew our attention. We were both full at that point, but we both agreed to return again soon, if at minimum to experience the stunning interior architecture.

The next day, my girlfriend returned to Montreal, where she would be based until late September, and I was left longing to try Quetzal. One week later, I found myself in the College St area again, visiting an old friend. Like any proper foodie boyfriend, I couldn't resist temptation, and ventured into Quetzal that night with my friend instead. Was it worth it to forsake my better half and visit Quetzal without her to satisfy my craving? I'd say yes. :-)

I could write paragraphs about Quetzal's beautiful interior design, but a picture is worth a thousand words - so perhaps you should review the photos. The owners of Quetzal did not cut any corners when designing the restaurant. Their use of curved walls, diffused lighting and an open-concept kitchen made an otherwise tight and low-ceiling restaurant feel very spacious. The area was very warm and inviting, and elegantly set the mood for dinner. And trust me, the design was justification enough for visiting. 

The service was also among the best I've  experienced in Toronto - a city whose servers I too often find rude or complacent. Subtle behaviors by the waiters demonstrated Quetzal's commitment to great service. For example, shortly after my friend went to the restroom, a waiter took the care to refold my friends linen napkin. Another example was when I flagged a waiter down about a broken soap dispenser in the men's washroom, and a worker was brought nearly immediately to fix the contraption. Above all, the servers were very friendly and helpful at every interaction. The restaurant was adequately (if not over-) staffed, and at the end of the day, an experienced and friendly restaurant staff is a large part of what any restaurant bill *should* be going towards.

And the food. It was delicious. Quetzal provides traditional Mexican fare, sometimes combined with Canadian accents. I tried the following: Ceviche Verde Mixto (a fresh combination of of scallop and halibut seasoned with a lime base), poblano+Silil pak+ajo salsas (three salsas with exquisite flavors that can be eaten with fresh restaurant made tortillas or reserved for a later course), chorizo toluqueno (three generous pieces of flavorful chorizo), pescado zarandeado (an entire butterflied fish, seasoned with red and green chili sauce), and pollito estillo sinaloa (butterflied wood oven cooked chicken served with luscious roasted mini potatoes and avocado sauce). 

One feedback about the food was that I found it a bit too subtle sometimes and a bit too unsubtle other times. For example, the ceviche tasted too limey, but the chili flavor on the fish or the avocado sauce on the chicken didn't pack enough punch. Another feedback is that some of our dishes were slightly overcooked. However, I believe that these dishes will be fine tuned over time, and I didn't consider these ""issues"" significant enough to stop me from enjoying the food. In fact, I look forward to returning to try the sweetbread, lamb and vegetable dishes that I was unable to try during my first visit.

Quetzal is an ambitious upscale Mexican restaurant venture that is sure to impress across a variety of dimensions - food, service and design. Quetzal gets it and does not compromise on experience. I recommend going with 3-4 friends and ordering a bunch of different plates to try a bit of each.",2,169
391,"Super average food with inflated prices. It's a small place so you have to make reservations even on a week night. 
The veggie pasta that I got (linguine with cream sauce and mushrooms) costed me 20 bucks without tax. The pasta was al dente which I liked but lacked much flavour. The portion size on the other hand was big. 
The calamari was also around $20 but was well cooked. I just wish we got more pieces :( They charred it nicely but by the time it made it to our table it was cold. 
The sever talked super fast but was friendly and happy. Not sure if I will return because I wasn't impressed with anything!",1,391
616,"Came here to celebrate my Friends Birthday, Food is good but for the price its not worth it.service not good. I ask them if they can do something for her like candle and small dessert..And she said yeah we can do that..And I was waiting for it and she forgot and I felt bad that I have to said it infront of my friend when it supposed to be surprise.He said that they don't have anything like that but We saw that they did it on the other table.By the way we paid around $500 for that small portion of food and Bad service!",0,616
500,I was in Canada for TIFF for near all the theaters so I was happy to find this place nearby. I was SO excited to try to the soup dumplings and they did not disappoint! They were small but generally filled well with soup! The dumpling itself was so delicious! I also tried a noodle dish which was very under flavored but the noodles were cooked perfectly. Definitely go for the soup dumplings! You don't be disappointed!,2,500
302,"I have a very beautiful dining experience here. The staff was very attentive, and Billy the restaurant manager was simply an amazing host. His energy and enthusiasm led the experience to a wonderful memory.

Not only was the food tasty, but the aesthetic finishing of the dishes were beyond excellent. I strongly recommend the Truffle beef Carpaccio; shaved black kale salad; and Roasted butternut Raviolis. 

MUST HAVE DESSERT: Blü chocolate cake

Blü Ristorante is now my new go to in Yorkville for fulfilling my Italian cravings!",2,302
622,"Location: poor atmosphere, looks like the cliche Chinese restaurant right out of a movie. No eye appeal whatsoever. 

Food: ordered the chicken fried rice and the beef with ginger and spring onions. Being used to eating foods flavored with haberno peppers, we had them make our dishes spicy. The rice was very flavorful and nicely spiced. The beef dish was ok, didn't really stand alone well but mixed with the rice It was good. The water cups looked really dingy, which I didn't drink out of it Bc of that reason. 

Overall: food was good, if you don't mind the appearance of the place, I'd say go for it.",1,622
635,Really disappointed. We ordered two dishes and wait like an hour for the fish. Maybe it is because we did not order the right thing. But generally i would not go there again.,0,635
537,"Decided to try this place since we've heard so many good things about it, and to see if its up there on my list of best beef noodle soups in Toronto. 

We ended up getting the mega beef noodle soup because it seemed like the best thing to share between two people. But honestly, if you were hungry enough you could probably finish it on your own. 

Noodles are hand pulled in store, and you can choose the lenght/thickness or style you wanted your noodles to be. We opted for the round thin noodles. The broth is nice and light but it still has body. You can really taste the beefiness. The parsley and green onion help cut through the rich soup. One of my favourite things here actually was not part of the noodle itself. But rather it was the chilli oil. The chilli oil was delicious and I probably finished half of the container by myself. 

Honestly overall it was pretty good, but it didn't blow my mind. Solid beef noodle soup and awesome hand pulled noodles. 10/10 would come again.",2,537
51,"So I'm from San Diego. It is VERY hard for me to find anything even close in taste and quality.

This place has high ratings on here, so we decide to take a shot.

I regret that decision. I ordered three tacos (beef, pastor, carnitas.) The beef tasted like beef jerky, the pastor was super dry and bland, the carnitas tasted like cat food. 

Also you can't just order a small side of chips. It's $10 nachos or $11 guacamole (does it come with chips? Who knows?!)

Super disappointed. Literally had to get boba tea immediately after to cleanse the pallet.",1,51
34,This place serves some really great tacos! Service is very quick as we got our food in a couple of minutes. We were seated at the bar and were able to see everything being made fresh. Everything was delicious and my favourite is the Pescado!,2,34
150,"First time at Cinco and we were not disappointed. Lots of great things on the menu, so we will definitely be coming back to try more. Also, they have a great salsa bar with a variety of options worth trying. Lively atmosphere, but the service was just a bit slow.
For this first visit, we started with the lime margaritas (FYI that these are frozen, but very good) and the chicken taquitos (good; the shells felt a little tough but all the fresh toppings made up for it).
Then we got the Pollo con mole gourmet taco (very good!) and the enchiladas (3 per order, we couldn't finish it). Trying a different salsa with each bite gives each a unique flavour profile. The morita salsa was my favourite, and the jerk flavoured one is good too.

They also do brunch, and the menu says their cocktail menu is coming.",2,150
625,"Inauthentic and bland. Red flags: No classic numbing spice flavor. Missed the spot on 2 signature dishes so I won't be coming back. 

The cold noodles appetizer was had noodles that were thick and tasted like spaghetti and old lard. No complimentary contents either--you can usually expect some sesame oil or thinly chopped black fungus or something but this was a low effort fail completely. 

The ""mouth watering chicken"" which is a cold chicken dish was sitting in a pool of chili oil and soy sauce (which is normal) but completely lacked flavor and spice--it should carry the sweet flavor of cooking wine, the saltiness of soy sauce and have the savory ""ma la"" numbing spice that makes your lips and tongue tingle. The only thing resembling the classic dish was the fact that the chicken was rather bony and gristly. I had to ask for more hua jiao (si chuan pepper) oil to make it edible 

I'm horribly disappointed and the two dishes cost me $14. It's overpriced at this rate. The decor is austere but rundown (fake wooden footbridge leading into banquet style restaurant that looks tatty) and I guess the fact it was empty on a Friday evening at 9 was highly suspect. Please just go to Si Chuan house cuisine if you're looking for anything nearly close to spicy",0,625
569,"I give this place 3.5 stars.

This little neighbourhood hole-in-the-wall is one major black west of Chinatown proper. I like the industrial minimalist decor and the open-concept kitchen - which means you can hear the comforting sounds of food being prepared and cooked.

The menu is simple - not the 10-page ones you get at the authentic Chinese restaurants like Asian Legend. It seems they've decided just to focus on the crowd-pleaser items.

We ordered the chilli fish and the beef noodle soup. Both dishes came to the table piping hot. The chilli fish is a medium-sized plate of lightly battered, small fish fillets with a nice kick - I give it 4 stars. The beef noodle soup is a big bowl filled with (mostly) tender pieces beef, thick spaghetti-like noodles, what looked like bak choy and broth that also has a kick - I give it 3.5 stars.

The young wait staff seem eager - which is good. (Perhaps some of the more authentic Chinese restaurants like Kwan - at Yonge-St. Clair -  should have some of their waiters get pointers from Chop Chop.)

I would go back for the chilli fish.",1,569
182,"Almost gave it two stars (read to find out more) but the one thing I can't get over is serving an alcoholic drink to someone who specified ""virgin"", when you delivered it to the table she checked again that it was ""virgin"", you agree verbally it had no alcohol, she tries some, tastes alcohol and then you go -- ""Oooh actually this one is the virgin"".  Sure, if she was pregnant or on medication or driving, maybe the sip of alcohol wouldn't be *that* big a deal.  But if she was recovering alcoholic, that one sip could literally change her life, and it's up to you as a business to be honest and knowledgeable about what you're serving.

Things that were terrible:
- we had a reservation, they called us to confirm it was for 700 pm, show up, they say oops we thought 730 pm, they literally have to move people from their seats to accommodate us
- during the 45 minute wait for all this to take place, they took drink orders from us multiple times, but never served us drinks
- they dropped an entire plate of steaming hot chicken fajitas on the ground, it splashed boiling sauce all over people, and their clothes as well
- when i went over to the owner at this point to say - now that we are covered in fajita sauce - can we please have the drinks we keep trying to order? she made a HUGE stink about it, just immediately responded, ""We didn't do any of this on purpose, do you understand? We are doing our best"" and then going to every member of my party reiterating that, as though I had done some rude injustice to her, it was super embarrassing and unprofessional
- drinks still took an extra hour and they weren't good
- they served the birthday girl fajitas with no tortillas or sides, just the meat (she didn't ask for that modification)
- the food was so awful my poor fiance actually sent his BACK -- and this is a guy who complains about NOTHING
- bills took over an hour after asking MULTIPLE times
- the place was so warm they had to keep opening the front door to let in cool air

It almost got 2 stars because they did pay the dry cleaning bill for the jacket that was covered in fajitas sauce, but honestly, I can't forgive the alcohol incident.  This whole experience was stressful and awful. I have no idea why they took our reservation (none of us had been there before), we were clearly too big a group for them at 700 (or 730..or 800...depends who you ask) on a Saturday!",0,182
274,"This restaurant is really for the experience. With such a lovely ambience and outstanding service from all staff, the food did not meet up to par with what you may expect.

For starters the food is on the higher price end, and smaller quantities. Although, it is all homemade pasta!! 

I've had homemade pasta before so I had high standards walking in.. I was so excited to try the Gnocchi because well, I LOVE Gnocchi. 

However, I was disappointed. The pasta itself was quite soft and seemed soggy with the red sauce altogether. There was no 'bite' to it, more of a 'mush'. I did not enjoy my meal and that left a significant impression on my take of what the rest of the entrees may be like. 

Note: Calamari & Earl Grey tea were delicious!",0,274
258,"Queen West small Italian shop with simple black and white décor, sizeable patio but limited seating inside, typical (you'll get the joke soon) Italian fair with a slight focus on risottos and pastas.

I thought just the décor was black and white, but it turned out the placemats and menus were also black and white - there's a collection of black ink art that reminds me of medieval times when artists worked for months on a simple line drawing to get things just right - whether it was embellishment in a single capital letter, or a decorative flower, or the skull of an animal - because you know, all these are completely related and belong side by side. Nothing wrong with it at all, it was definitely unique and presented artfully. 

The menu is deceptively lengthy - dishes are in Italian then described in English. I've never read a menu that uses ""typical"" as it's adjective of choice so much. Most of my party went for pastas - they were smaller portions than desired. It would've been fine as a lunch portion, but for dinner it was insufficient and taste was simpler than expected (or should I say, typical?). The risotto with veal was actually a highlight despite some other reviews and the portion was actually filling, unlike the gnocchi and ravioli items (those were the smallest!). Overall it was really not bad - but unfortunately underwhelming.

Service is very slow if you're a large group - so please spare them and only come with a few friends. You'll enjoy the ambiance more and sharing more items will be more feasible, and your overall experience will just be that much better! If I'm in the area I suppose I could give it another shot, but for one that values taste over aesthetic, I might not be back.",1,258
66,"Stopped here for an after dinner snack and ended up sharing and app and a couple tacos with friends. Not much to say since we were here for a short time, but the food was definitely tasty!",1,66
505,"This place has great dumplings (especially their pan fried ones, pork and chive is my fave), but there was one time when I went, maybe almost 2 years ago that really pissed me off. I would be more inclined to give this place 4 stars if it weren't for poor customer treatment. 

It was busy in the restaurant and a line was forming. My friend and I had just finished our meal. I had ordered a soy milk and was finishing it while also trying to buy tickets for a movie on my phone. I was aware that there was a lineup and I was trying to hurry but not chug my drink, but I was still finishing so I didn't think it would be an issue. One of the older ladies who runs the restaurant (in Chinese we would call her the 'lao ban niang') complained loudly and angrily to her staff in Chinese that I was playing on my phone and ordered them to clean our table up in an effort to get us to leave. It doesn't sound too bad when I type it out but it's just different in Chinese and her tone was angry. Only my mom talks to me like that when she's scolding me. I was very annoyed when I heard this, but finished my drink and got up to leave. The same woman put on a fake smile and said ""thank you!"" as we walked out the door. 

In this case, she probably didn't think I would understand her, which is probably also why she said what she said, but it really ruined my meal. Unfortunately for her, I understood every word. I hope they will exercise more caution when talking about customers in Chinese. I am Asian so I am used to less than ideal service at some mom and pop restaurants so I am understanding of most service at Chinese restaurants but I also don't like being scolded behind my back, and then treated so drastically different to my face.

In that moment I dramatically vowed never to return but the dumplings are too good and I have since returned and had pleasant experiences.

I mean, I doubt the woman even remembers that this happened but it was a bad enough experience that I felt compelled to write about it so long after, but the food is still good and I would recommend this place to people who don't mind feeling rushed when they eat. 

I like the potato threads and shanghai noodles in addition to boiled and pan fried dumplings.",1,505
554,"Went there because craving for dumplings and saw good reviews online. Their shop is a bit old style but that isn't a matter.

Service: Their understandings of English is really low. I know they're Asian but still communication is key especially running a business. Realized most asian restaurants nowadays required customers to write on a paper for ordering

Food: Food was delicious! Handmade and freshly made to order. Like the chewiness of the noodles and the thinness of the dumplings.

However, they gave me 11 dumplings rather than a dozen. I didn't give a tip because of the poor communication and missing food but they complained about that :/",1,554
383,"Came here for a late lunch with my boyfriend. Love the ambience and the decor of this place. Unfortunately, this was the highlight of the entire meal. Service was very lack-lustre, perhaps we caught them at a time when they were recovering from the lunch rush. A bit disappointing considering there were only a couple of tables and you'd think service would then be on point.

We shared the frutti di mare, some olives, and the chitarra carbonara, and a couple of glasses of wine. The frutti di mare was quite fresh, but the portion was quite small considering the price point. The olives were pretty delicious and was a great little appy. Unfortunately, the carbonara, which looked amazing was flavourless, dry, and lacked any seasoning. The egg itself was fantastic but barely provided any flavour or added any creaminess to the pasta.

I was really looking forward to finding a staple Italian restaurant nearby, but with all the other Italian restaurants in the area, I can't really think of any reason, why we'd come back to Taverna Mercatto.",0,383
355,"Overall a cool place to visit. I had no idea what this place was, until I heard all they hype about it. When I received a gift card for it, I finally decided to check it out. We went on a Sunday afternoon and as expected it was busy. Assuming that there was line ups for the first week it was opened, it wasn't too bad. 

To start off, space itself was modern and vibrant. It was nicely decorated and had a little of everything. There was a supermarket, which kind of wrapped around the whole 2nd floor. From hand made pastas, sauce, cheese and etcs., they had it all. Surrounding the market was a few take out and, dine in restaurants as well, as cafe's and dessert. They also seemed to have classes too! 

The dine in restaurants were of course busy and, there was a wait so we opt'ed out for the take out joints. For the pizza, there was a variety of them but sold out quick (but also seemed like they were made quickly). There was also a take out joint, right when you go up the escalators which, seemed to have a variety of dishes. The gelato was one of my favorite things there and, maybe the best in the city so that's worth giving it a try. The desserts and chocolate, also looked amazing!

Overall, it was a cool experience and, would visit again to try the restaurants and dessert out!",1,355
575,"I think I ordered the wrong broth here. I probably would have enjoyed my meal much more but the broth was overpowering, a lot more pungent than I'm used to. But I powered through it and it ended up being good. So point is, don't get the pickled vegetable with pork broth unless you know what you're getting into! I wish I could come here to try more soups. I love the concept: Piping hot soup still boiling as you dip the veggie and other condiments in. Add a few slices of pork and then the noodles as your last bet. Very presentable and affordable!",1,575
623,"Still one of my favorite original Chinatown establishments. I love the staff here - all bilingual and super friendly and treats you like family, especially if you speak Mandarin ;) Whenever I get cravings for traditional Chinese vegetarian dishes like lotus root, Chinese mushroom and fungus, mapo tofu, etc I come here. I also come here when I feel ""heritage-sick"" and need to reconnect with people who remind me of my family. Many customers here are regulars and know the staff personally. 

They will make all sorts of accommodations for dietary restrictions or special diets, such as vegan/vegetarian, e.g. mapo tofu usually is made with meat so remember to tell them at the beginning that you are vegetarian. 

Downsides are that they put way too much cornstarch, salt, and MSG in all of the mains. I definitely don't recommend the ""Bamboo shoots with Chinese mushrooms"" dish as everything was literally swimming in a broth of corn starch and the bamboo shoot was a bit stinky (as it should be, but just note that it is an acquired taste). I recommend the mapo tofu - it isn't that spicy at all! Also recommend the mixed vegetable stirfry, which contains Chinese black fungus (so yummy and crunchy!) and lotus root. This one has less corn starch and is on the lighter side.

Prices are low - most dishes are under $10 - and portion sizes are large. Rice/carbs do not come automatically with main dishes, so you do have to order these separately.

They accept card as well as cash.

Will be back!",2,623
