,Review,Sentiment,Number
393,"Super average food with inflated prices. It's a small place so you have to make reservations even on a week night. 
The veggie pasta that I got (linguine with cream sauce and mushrooms) costed me 20 bucks without tax. The pasta was al dente which I liked but lacked much flavour. The portion size on the other hand was big. 
The calamari was also around $20 but was well cooked. I just wish we got more pieces :( They charred it nicely but by the time it made it to our table it was cold. 
The sever talked super fast but was friendly and happy. Not sure if I will return because I wasn't impressed with anything!",1,393
98,Can't comment on the food as I NEVER GOT MY ORDER. I ordered a shrimp burrito and waited 30 minutes. I had an appointment so I couldn't wait anymore; I asked the cashier if my order was almost ready and after looking through a pile of past orders I saw him throw the shrimp on the grill. I asked them to forget about it as really had to go. They reimbursed me cash and I left annoyed that I never ate my food and was starving. I'm not sure how they somehow forgot about my order when I was sitting right there in front of them waiting for 30 minutes! I don't think I'll give it another shot...,0,98
260,"Enoteca Sociale is famous for their fresh pastas, and now I finally know why. Their SOFT gnocchi was simply divine with tomato, chili and smoked ricotta. Who can say no to smoked ricotta?! I always feel like smoked cheese tastes like meat and it worked so well with the gnocchi. I will definitely be back to try more of their pastas!",2,260
570,"I give this place 3.5 stars.

This little neighbourhood hole-in-the-wall is one major black west of Chinatown proper. I like the industrial minimalist decor and the open-concept kitchen - which means you can hear the comforting sounds of food being prepared and cooked.

The menu is simple - not the 10-page ones you get at the authentic Chinese restaurants like Asian Legend. It seems they've decided just to focus on the crowd-pleaser items.

We ordered the chilli fish and the beef noodle soup. Both dishes came to the table piping hot. The chilli fish is a medium-sized plate of lightly battered, small fish fillets with a nice kick - I give it 4 stars. The beef noodle soup is a big bowl filled with (mostly) tender pieces beef, thick spaghetti-like noodles, what looked like bak choy and broth that also has a kick - I give it 3.5 stars.

The young wait staff seem eager - which is good. (Perhaps some of the more authentic Chinese restaurants like Kwan - at Yonge-St. Clair -  should have some of their waiters get pointers from Chop Chop.)

I would go back for the chilli fish.",1,570
653,"This place is pretty much the epitome of ""hole in the wall."" Tucked into a little strip mall, the restaurant is unassuming from the outside and tiny on the inside. There are no dine-in options - it's take-out only.

When you walk inside, you'll be able to see all the roast meats hanging and spinning. If the doors to the back room are open, you can even see the chefs chopping up the raw meat just two meters away. At the counter, you can see some of the side dishes on display, to help you decide what to order.

The menu has a variety of options, including duck, pork, and chicken, as well as sides such as vegetables and rice. I ended up getting the roast duck with steamed bok choy on the side. The roast duck was delicious - though quite messy to eat, due to all of the juices and bones. The steamed bok choy was lackluster.

The food was tasty and the tiny half restaurant / half butcher shop was quite an experience. It's worth a stop if you're craving some meat and aren't afraid of the grittier environment.",1,653
220,"This restaurant is a go-to of mine that I can always count on. They serve up tried and true dishes that always taste delicious and are filled with flavour! 

Be aware, wait times can be pretty long at this spot. It is not uncommon to be told that you will have to wait 45 mins at the door. I suggest getting here before the dinner buzz comes in (and I promise it's worth it). The atmosphere is lively, the restaurant is industrial chic, and the service is impeccable. 

As most will note, the mafalde ai funghi is a must try. The truffle cream sauce is to die for. You can't go wrong with this signature dish. Another favourite of mine is the prosciutto e rucola. This pizza is the perfect blend of ingredients. And don't forget to share the burrata as a starter! This creamy delectable cheese will make you feel like you are truly in Italy. 

10/10 spot. Will be coming back again soon.",2,220
681,"The dry noodles are pretty good, super strong sesame flavor. The wings are served cold which I wasn't prepared for so I ended up taking them home and heating them up later. Tasty either way.",2,681
157,"El Catrin is good! Located in the heart of Toronto's Distillery District, it prides itself on its traditional Mexican-style cuisine in a casual, yet oh-so-slightly-upscale atmosphere.

The interior is very tastefully decorated and the restaurant features a large outdoor patio equipped with giant space heaters for colder days.

I went to El Catrin for lunch and tried the Pepito torta while my companion had the Huevos Rancheros. The steak sandwich was really well marinated and super tender. Go for it! Oh, and we had the tableside-made guacamole with the tortilla chips (which turned out to be pretty excellent). You should go for that as well.

There aren't too many great options for food near Corktown/Distillery District, so give El Catrin a try next time you're around.",1,157
523,"My family was enticed with the lobster special while we were walking outside Chinatown. The server was very helpful to us when choosing our selection from the HUGE menu. The steamed fish was a great choice & so soft it falls right off the bones. I would've liked the fried squid to be crisper but it was alright. Dry spicy lobster with ground pork was also great. Not a bad stop at all. Not sure what the norm is here but white rice is an extra $1.50 for a VERY small bowl, so be prepared to spend a few more bucks if you want rice with your dish.",2,523
156,"I had a wonderful lunch at Cinco during the Cinco de Mayo gourmet taco special. I arrived just before the lunch crowd and the server was very nice to explain all the specials to me. I ordered both Al pastor (pork) & Marisco (seafood) tacos. Both were very good, packed with flavour and very balanced. Pro tip, try all the different sauce in the back with the tacos. The extra heat makes a big difference.
I will come again for their brunch specials.",2,156
131,"I don't usually UPDATE a review; Friday was a disaster.
The owners should provide the staff/customers AIR CONDITIONING, they are sweating into the grill it's so hot (flavour to the tacos?).
The time it took to get 2 tacos was LONG.  Poor interior design, cluttered.  1 of 2 tacos went into the trash (very under cooked).  The tables are cluttered in garbage, food scraps.  They make enough money, pay a teenager to clean.  This place needs HELP.
It was one of those experiences where I'll try other spots on St Clair, over Itacate.",0,131
613,"We tried this place since it's close to our hotel and shopping places. 
The ambiance was great and place looks clean. But the service needs a lot of work. The hot and sour soup is terribly spicy and no taste. Just the hot spice. So I ordered another soup. The wonton soup. It took them almost 30 minutes to bring my soup out. And likewise no taste and very UN-CHINESE flavor. 
We also asked one waiter about a cocktail mix and he initially gave me the impression that he does not want to be asked about the drinks and the menu. The waiter said I'll get back it's you but he never did come back. Almost All waiters and servers here are very UNFRIENDLY AND NO SMILE at all. Very disappointing place.!!!!",0,613
301,"It is on the $$ side so I expected a great meal. I ordered Spaghetti Carbonara. I can't believe the fatty bacon in this dish. I basically picked out all of the bacon grizzle and ate the spaghetti which, aside from the bacon was good. 

The atmosphere in this establishment is uptight. The tables are too close together, you feel crammed in. It did not make for a very relaxed evening.",0,301
295,"Absolutely terrible food and even worse attitude and service. 

Didn't even have a bite of the food",0,295
150,"One of the best Mexican restaurants in Toronto. Small little place and is almost always packed. Everything on the menu is delicious, good portions, but a tad overpriced. What can you expect - leases for restaurants in the Beaches are astronomical. Wife has a shellfish allergy and they were honest to say she wasn't safe to eat there due to the small kitchen and chance on cross-contamination. Fantastic choice of rare tequilas. Cant go wrong with Xola!",2,150
420,"Oh my god. This place was amazing in every aspect. I came here on a Wednesday night with my coworker and we were aware of the positive reviews but this totally exceeded my expectations. It was pretty busy and we didn't have a reservation so we were seated at the bar. I didn't mind, and the service at the bar was actually phenomenal. Very attentive and friendly. They took time to wipe our table between courses and ensured our drinks were never empty.

We shared the polpo e fagiolli (grilled octopus, cannellini beans and salsa verde) and cavolgiore in paedella (cauliflower, sultana raisins, garlic, lemon and parsley) to start. The latter dish is actually a side but we had it as an appetizer. The octopus, which came highly recommended by the staff was cooked to perfection. It has a nice amount of char to it and was very crispy. The cauliflower was good too - an interesting combination with the raisins but it worked!

For the main, I got the reginelle pappardelle (slow cooked oxtail ragu, pangratto, parsley and parmigiano reggiano). It was soo tasty. There was a good amount of oxtail, and the flavours were all there. There was a crispy layer of breadcrumbs and cheese and it added a bit of texture to every bite. Loved this dish so much.

For dessert we shared the lemon crostata (lemon meringue with candied rosemary) and bonet piemontese (italian custard with amaretto, coffee and vanilla). Nothing but good things to say about both of these dishes!",2,420
350,"OK
in life we are allowed to change our minds.
This place is so CONGESTED and FRUSTRATING.
You had to know it would be a success!???  Rent the whole building out!?  A claustrophobic maze getting in and out of here..  want a coffee/espresso upstairs; FORGET about it; I've been 8 times; only twice was the line under a dozen people, it's good but the line is too long.  Some of the worst cashiers at pizza line; chatting, hugging, orders wrong... I don't think I like this place anymore.",0,350
266,"Pro
Atmospheric, though nothing particularly unique 

Con
Reached out to their e-mail and never heard back
Very underwhelming service - no plates were offered when they came out with bread, difficult to get the attention of the server, had to repeatedly ask for water refills 
Small portions",0,266
601,"Spinich garlic shrimp was great. Beef shu mai was a little salty. Sour and sweet pork was too dry and hard to chew, so they replaced it with sour and sweet chicken.  It is cash only!",1,601
262,"meeeeeeh.... I really wasn't all that impressed with this place. 

The decor and service were really good for sure. But the food was just OK. Considering how many amazing Italian restaurants there are in Toronto, I would not come back to this one. 

One thing that really surprised me was that the food was cold and didn't taste fresh. It sort of tasted like it had been reheated. 

The appetizers were fine but not amazing. The risotto, osso buco, and pasta did not live up to the hype -- just imo.",1,262
497,"I suppose that the price is expected since it is located on King St. W near all these theatres in the heart of the financial district, but it was still quite pricy for the amount of food that they give.

The size of an order of white rice alone was a third of the typical full round bowl of rice in most other Chinese restaurants yet here it costs $2 simply because how it's presented in small wooden steam baskets.

If you are going for a play nearby like my beau and I were or a financier working nearby or maybe going on a downtown date, then this would be the ideal Asian fusion cuisine you will go to. It is classy enough without being downright expensive.

Location: 4/5

It is right next to the Royal Alexandria Theatre or across from the Roy Thompson Hall, a bit west of St. Andrew's Station. So many things nearby to do and see before or after having a meal here.

Decor/Ambience: 4/5

It is located in the basement and parts of the restaurant is dim, but there are small lights here and there on both the ceiling and on the sides of the wall. They have two huge round tables at the back that when not reserved by a large group of people, singles or pairs of individuals would be sitting around the table during busy hours. Otherwise, they have tables for twos and fours scattered throughout the restaurant and a lovely little enclosed area that can be reserved. Red flowers and red lanterns decorated the space and gave it warmth. Since it's neither too dark or too bright inside, each table felt secluded enough for conversations to mingle and intertwine of the buzzling backdrop.

Food quality: 4.5/5

My Thai green curry shrimp with spaghetti was superb! The flavours were incredibly full bodied. Plenty of veggies especially peppers and red onions and the curry was just amazing! The spaghetti was not enough alone to soak in all of that rich flavour or oozing liquid, so I had to order a 'bowl' of white rice. They gave 7 tiger shrimps that tasted great alone or dipped with the curry.

My beau ordered Szechuan style shrimps and scallops and his was spicier than mine and even bolder in flavours.  
Both styles of shrimps had us smacking our lips and licking the sauce from our fingers. The scallops were sizeable and I definitely enjoyed the meaty texture.

The quality of food is totally there, so I will definitely come back when I am nearby again.

Their menu is quite extensive actually, so I am sure there will be plenty of other food options that I can order for my next meal here before a musical or the likes.

Service: 3.5/5

Pretty standard, but they refilled our water without having to be asked and they served our dishes rather quickly, so we were in and out within 40 minutes, including the time waiting to be seated and getting the bill. Not bad. 

I think most items are meant to be shared, but we are used to having individual dishes each. 

Value: 4/5

Expected price due to the location. Food quality is above average but not the best. I would not say that it tasted all that authentic, but that is again to be expected of Asian fusion restaurant. It certainty has a nice mix of flavours and food options, so my beau and I can certainly see ourselves coming back. Hopefully, we will order something more satisfying though next time that includes rice or more spaghetti, cause $2 for that small amount of rice as photoed made me raise my eyebrows.",2,497
57,"Cash only.. it's 2019 
Plates with holes in it.. it's 2019
Food is decent, but get the basics right",0,57
297,"Honestly, I don't know how this place averages 4.5 stars. My review would have been a 3.5 had it not been for the horrible service. 

My party made a reservation for about 12 people and we were given the room upstairs where other parties were dining as well. The layout and spacing in this restaurant are very tight so watch your step. The seating in the front doesn't quite make sense layout wise. When I walked up to the stairs me and an employee were basically dancing around each other to just get by each other...just why.

Our server the entire night honestly had an attitude problem. He basically had a stick up his ***. He was passive aggressive the minute we got there all the way to the end. He asked if we wanted appetizers and since we were waiting on a few people we asked for a couple of minutes. Unlike a regular waiter who would walk away and let you discuss he stood there hovering and just waiting for us to give him an answer before leaving. Even when he was putting dishes down he was just dropping them and tossing side plates here and there, it was completely unprofessional. It was time for pasta and while our waiter dished out the cheese another waiter helped with pepper. But the pepper waiter took a little longer than the cheese and you could hear our waiter yelling at the pepper waiter from the other room. Is this not supposed to be a classy environment? Why are you yelling at him in front of all the customers? 

Aside from the horrible service, the food was actually very good and the portions were huge! I ordered the Spaghetti Mare de Mario and the amount of seafood definitely did not disappoint! There were a ton of mussels but the spaghetti was not fully cooked. I had a chunk of it still stuck to each other and hard...

Overall I do not think this place deserves the rating it has based on this experience.",0,297
433,"One of the oldest restaurants that I had been to. Since North York. It's always been a great experience with them! No matter was the lunch hours having great lunch sets and yummy fish; but also the dinner are always pretty impressive. The late snacks are pretty good too! 
Don't forget to try their cocktails if you drink! 
Overall a pretty good experience there although sometimes is too noisy to talk with frds",1,433
560,"We came on a Thursday night for dinner. The restaurant is quite small and it is on a basement level, we walked down stairs to get to the front entrance. There were a few tables occupied but many tables still empty so we didn't have to wait.

The restaurant has plain decor and they haven't done much in terms of upgrading furniture and renos, it's quite bare-bones. The menu has a wide selection of various dumplings, buns, and appetizers. To order you write down your menu item number on a piece of paper and give to the waiters. 

We ordered pork steamed dumplings, fried chicken dumplings, fried pork puns, and green onion pancakes. The dumplings were filled nicely with the meat and were quite large. For two people, we ordered more than enough and were very full. I loved the fried pork buns - they were juicy and fried just right at the bottom. I think the food is a little on the expensive side - it averages out to almost $1 per dumpling but for the quality and taste it's worth it. 

Overall a great little family owned shop in Chinatown to get your fill of dumplings. It's generous on the fillings of the dumpling and very flavourful. Yummy indeed!",2,560
83,"Unfortunate to see such a great and authentic place go down in quality after growth in business. 

I loved Mi Taco when it first opened, it has a real authentic feel to it, amazing flavours of everything. 

I went back today after a couple years out of the neighbourhood and was so excited to go back, I was happy to see how busy they were and they had renovated. 

Unfortunately the quality of taco took a MASSIVE hit. The corn tortilla was mush by the time my food came to me. No seasoning at all. What a disappointing experience and loss in Toronto's Taco scene.",0,83
208,"II really, really wanted to just love this place and sorry about the loooong review (i am normally not one to have such an extended view) BUT I made two mistakes today:

1) Cancelling my reservation at Playa Cabana ( the last 5:00 pm spot) to go to this restaurant (SMH)
2) The place is supposed to open at 5,like a dumbass I actually waited until 5:20 when they finally decided they felt like opening.

That kind of slackness will get your business shut down in Toronto, with sooooooooooo many good places to go and eat all within blocks who the hell is really gonna stick around and wait for places to open past the time they should be??? ....ohhhhhhhhh the regret folks.   

When I walked in ,there were only two other people seated ( who also decided to sit outside and wait saw them earlier)..hmm wonder if they too had regret, but anyways onto the experience. Walked in and there was a bartender and 1 person sitting at the bar. So we seat ourselves at the front of the restaurant and it literally took the guy behind the bar 10 min. to finally put down some menus, he goes back to the bar chitty chatty with the guy sitting at the bar another 10 min goes by he  comes back to take the order. We order drinks and food (Sabinita-- layers of refried black beans, cheese, sour cream & guacamole, Poblanito -soft tortilla; mole poblano sauce w/shredded chicken breast; garnished w/sesame seeds) and two Pescado- mole poblano sauce w/shredded chicken breast; garnished w/sesame seeds). 

Slowly two of the wait staff make their way in and the guy behind the bar says something in spanish possibly about being late who knows seems to be the trend here, and then another table of patrons come in and than another the wait staff all of two seem confused and dazed. The Sabinita comes to to the table and I ask the waiter if our drinks are coming he says he doesn't know, 5 min later the rest of the order comes out I ask again about the drinks another guy comes over with a menu I said no I ordered them when I first sat down? Repeated the order ( like really the bartender couldn't remember to send out the friggin drinks when at the time there was a total of 4ppl in the place (I could just imagine if there were more than 12 ppl in this place it would be like chaos to remember OMG all these drinks OMG ....seriously its like amateure night in here).

 He comes back minutes later with the drinks, in all fairness not his fault he didn't take the order initially nor was he the  DUH guy that said didn't know when the drinks were coming, and that is the last time we saw anyone come over,no one came by to check on the table to see if everything was good ( which it was NOT) and the place was not busy 4 tables occupied does not constitute as busy.   

 The Poblanito was just ok , the fish tacos were downright dreadful they were breaded in some sort of cornmeal which  was not an issue but the fish they used had a gelatinous texture and honestly there wasn't a dash of seasoning in the coating or the fish itself  not even the toppings were seasoned. IT WAS BLAND  i could barely get through it so so i doused it with hot sauce and still it stank (tastewise) so I only ate the one left the other one on the plate and covered it with my napkin (RIP).

 So now all I have left is half a beer which i'm chugging so I can get the hell outta there!! I indicate to the waiter that we're ready to leave and the bill arrives and he asked how was it ?  I was blunt, honest said it was terrible he was concerned surprised and wanted specifics, so I went off about the fish he said he would go and let the the guy in the back know ,  I said really you don't have to but off he went came back apologised. I said I guess that is just how its done here the only redeeming thing about this whole meal was the Sabinita & the beer.

 Sad to say but  I'm not one to give 2nd chances when it comes to food & service like I said this city is a ""Food Mecca"" too many other places to go and try, so bottom line I would never venture back to this place, I would rather take my $$ and go around the corner to Barrio Coreano or Tacos El Asador where the service and food at least in my experiences have been consistently great .",0,208
110,"If you have a love for anything Spanish (Cuban/Mexican) than this little spot will warm your heart instantly, transporting you back in time to your last visit to either of these countries with an intimate patio, unique versions of Mojitos & some kick-ass taco's or burritos! We came here to celebrate a very special day, a turning point in my life. I'll definitely be back, I loved the atmosphere & the staff were friendly & that's a great testament to the overall great customer service that I love! Well done Chula!",2,110
629,"Sweet and sour soup was good. Dumplings were good.  Our meals were bleh. Had Tsao chicken, which looked very nice but was more deep fried pieces than chunks of chicken.  My spouse had chicken with ginger and scallions which he enjoyed. A friend had some beef dish that was indescribable.",0,629
104,"Friendly service and accommodated a baby no problem on busy Sunday evening.

I tried 3 types of tacos and the standout was the fish taco for me. I absolutely loved my margarita with the star anise spice in it. Must try!
The calamari was pretty weak, very small portions and fried batter falling off.

I would return to try a burrito, they looked massive.",1,104
166,"Hospitality class should use this restaurant as an example! Food is really yums, and definitely fulfilled my cravings.

 If you're looking for authentic Mexican restaurant, this is it. And if you'd like an introduction to Mexican cuisine, they will gladly guide you through their English or Spanish menu.",2,166
2,"Food was exceptional and service was pretty fast. It's in a weird location tho only visited because it was about 10 minute walk from the ROM.
Only issues was the seating area was a bit small inside so you feel squished. But they have some more spots outside for when it's a nice day. I recommend to anyone who wants to try real authentic Mexican food. Everything tastes fresh and makes you want to order more.",2,2
509,"Literally one of my favorite places we ate in Toronto! We stumbled upon this place in Chinatown and were not disappointed! 

The restaurant itself is small but they employees work quick to get food out fast! As you walk in, you can see the dumplings being made in the window and fried/steamed right there! The price was reasonable, the portions were huge, and the food was delicious! For two of us we definitely over ordered but could not decide what to eat and just got a bit of everything!

We ordered the fried pork dumplings, chicken fried noodles, and green onion pan cake! My favorite was the dumplings but you are at the House of Dumplings! Everything else was fantastic...we had to stop ourselves from licking the plates clean!

If in the area and visiting Chinatown, definitely check it out!!",2,509
35,Freaking delicious!!! We had the burritos al pastor and words really can't describe the feeling in my mouth. The rice was perfect and the meat was well marinated. I would highly recommend this place,2,35
351,"A group of us went for dinner at La Piazza within Eataly. Note this restaurant's dishes are meant to be like tapas and a shared family style - about the size of appetizers. We ordered aranchini, marinated mackerel (scombro), a white (quattro formagi) and a red pizza (bufalo), spinach ricotta ravioli (quadrati), and the rainbow trout entree with fingerling potatoes. Our favorites were the quadrati (al dente with a flavorful creamy filling and lemony sauce to cut the richness), the aranchini (so creamy & cheesy!), and the rainbow trout which was cooked to perfection with a crispy skin. The scombro was very good as well. Extremely underwhelming was the pizza which we wouldn't recommend; the white cheese pizza was sparse on the cheese and very dry, and while the bufalo had more flavour due to the tomato sauce is was soggy/spongy. 

Service was excellent and attentive without being invasive - and our lovely server corrected an ordering error I made without fuss or hesitation when I accidentally ordered the wrong pizza. We were not charged for it which was really appreciated, given it was our first time there and an honest mistake. 

And the whole of Eataly is just fun to eat and shop your way through. Recommend for a great night out!",1,351
337,"ugh i love this place so much but why is it so far and randomly located?!

If this was located in downtown Toronto, you can bet I'll go on a pasta diet for this place. Their pasta is insanely fresh (and you can see the team in the back cranking them out) but that also means it sells out fast.

I came 10 min before opening and there was already a line. By the time the store opened, there was a solid line building up behind me. You order at the cashier and they'll ask you if you're to-go or for here. If you ask for it for here, the nice thing is they won't make your pasta until there is a table ready. You can't sit until your food is ready which is nice in a way because no one can reserve the seat while their party is miles behind in the line. Once you are seated (if you're for here), your food will be ready in another 5-10 min.

A few helpful facts:
- This place is cash only 
- They change their menus pretty consistently 
- You should 1000% buy some extra pasta to bring home even if you're not sure because by the time you finish your pasta and decide you want to bring some home, the line will be insane and maybe sold out by the time you reach the counter
- They have complementary bread which is just as good
- I don't need to recommend any dish here because they'are all A++ so order what your heart wants and I can promise you it's going to be incredible!",2,337
244,"Beautiful Cafe, bright, clean and airy. 
The staff were very friendly, the service excellent and the food was amazing!
We will definitely be back.",2,244
524,"Terrible service. Despite seeing my party, they continued to ignore us until we stopped them while they were walking by us. Food was cold and did not taste good at all. Highly do not recommend.",0,524
56,"It is Valentine's Day, I was so happy my boyfriend came from the Netherlands to visit and we had the best day exploring the city, afterwards we were too tired to go out so opted to order in some good Mexican food! 

We consider ourselves taco connoisseurs, and often indulge in a tasty tactac. We were VERY excited to have so many taco options so we ordered 3 soft shells and 3 crispy shells (as other Mexican enthusiasts may know, is not as common as people may think to have both shells) 

To provide more context you didn't ask for ... this was the first MUCH anticipated spot on our taco tour of Toronto. 

We have a methodical and detailed evaluation system in place for reviewing and ranking our tacsperiences - the system ranks the following on a scale of 1-5 (5 being the best) ; 

flavour and freshness (1)
Moisture (0)
Mouth feel (1)
Crunch (0)
Contents to Shell ratio (0)
Cheese Quality (0 - cheese unaccounted for, still looking for it)
Smell (2)
Overall (4/35) 

This may seem bitter, however, we are AS unbiased as they come. 
Furthermore, we are highly liberal individuals. Our disappointment is immeasurable yet our day is not ruined, because we still have each other, and our view is lovely (will include pic) 

We hope this is a one off, and the in person experience is better than delivery.",0,56
175,"I think most of the yelp reviews are quite fair and appropriate - you can believe the hype on this place. :)

Ordered:
Green Salad - this was a bit boring, i would choose something more interesting on the next run
 
Coal Roasted Sweet Potato - a huge surprise, this was delicious - totally threw me off-guard

Whole Cornish Hen - very tasty and a good size portion

Calamari - I will be ordering this (and the sweet potato) the next time I visit 

Added a couple of cocktails and the dinner came to just over $100 before tip - which is about average these days..

If you can get a chance, sit at the chef's table and check out all their menu first hand. Next visit I plan to try the seabream and the steak & leeks...",2,175
275,"The only reason I visited was because I had a gift card due to poor service from my previous visit. I'd say they redeemed themselves in terms of service for this visit. Our server was extremely friendly, helpful, and attentive. We were also seated in an area downstairs from the main dining area which made it feel more intimate and allowed the sever to check up on us more often. I came for Valentine's Day dinner and was still able to get a table for a group of 6 a week in advance. 

I ordered the gnocchi and it was alright. The pasta itself was cooked perfectly but the sauce was kind of basic. I've had better gnocchi elsewhere but for the price point here, I was expecting a bit more. I think some pasta may be more worth it than others on their menu. The homemade gelato was the highlight of my meal - super creamy and soft, great flavour, good portion. I had the hazelnut and pistachio and it was some of the best gelato I've ever had. 

Overall, I think you could find better or just as good food elsewhere, at the same price point. But worth a try if your an Italian food lover, even if just for the gelato.",1,275
252,"My boyfriend and I used to go to Trattoria Nervosa all the time, it closed down a couple of times for ""renovations"" so we havent been in a while. We just ordered from them after they opened up post-COVID era and were supremely disappointed with the food. The prices stayed the same but the portions were significantly smaller and the crust for the pizza wasnt as good as it used to be. You used to be able to smell truffles when you walked in the restaurant, I couldnt even taste them at all on the pizza. They also got rid of the beef carpaccio and the risotto nervosa which were a couple of our favourite dishes! :(",0,252
187,"Went there on a Sat night at 6pm for dinner before a movie.  
On the plus side the service was reasonably good.  
On the minus side:
1. The prices were much higher than the menu on their website.  This was misleading.
2. The food was small in both flavour and quantity.  

There are far better Mexican restaurants in the area.",0,187
80,"If I ever need a quick fix for Taco's I would probably go back. The tacos were small, small amounts of filling but overall the taste was not bad. You get 3 small Tacos for $10 something. I wish they were a bit bigger and there was more topping options. 

Keep Eating, 
Angela",1,80
473,"Love myself some late night greasy Chinese food. A typical visit that will include the fried rice, beef noodles, meat dishes and stir fried veggies.

Their hot and sour soup was a little concerning though. It was more red as opposed to the typical brownish colour. There was no balance between the hot and sour - it was just sour. The only dish I would say to stay away from.

Cash only establishment.",2,473
526,"This restaurant has a very dedicate environment. The bricks on the wall are very beautiful. The food was delivered literally within 8mins after the order placed. The owner is so friendly and considerable. He stopped us for placing more orders because the portion of the food is so large. Moreover,the price is good. Also, they have free delivery when you order more than$30 before tax. Great option when you considering to throw a party.",2,526
78,"Visited Mi Taco Taqueria for a quick snack - guacamole with chips ($4). The nachos did not tasted fresh. I felt like the guacamole and chips ratio is off. It was very disappointing. Perhaps the other items are better. 

Not a big fan. I may be back to give it a second chance to try the tacos.",1,78
182,"been there a couple times just before the lockdown 
staff great 
food fresh and hot .....lots of fun and it doesn't break the bank!!",2,182
414,"I found this place while walking around Yorkville. I came without reservations but I was seated quickly as the restaurant was fairly empty on a weeknight. 

The restaurant is pretty spacious. They have a private dining room on the upper level for large groups. The ambience is upscale and relaxing.

Service:

The server was nice but she wasn't around very often. I had to wave another server down for more water since my assigned server barely checked up on my table.

Food:
Calamari Fritti - The calamari was pretty standard.

Fettucine Alla riviera -  The fettucine pasta was disappointing as the sauce was underwhelming. It was pretty bland. 

Gnocchi Alla Dimmi - The gnocchi was decent.

Overall:

Great location with a nice ambiance. However, poor service and overpriced, mediocre food. They may be busy but that may be because of their convenient location.",0,414
468,"Miku is an excellent fine dining experience. Everything is immaculate from the food to the service. Plates are cleared promptly, utensils are changed and glasses are always full. 
1) The aburi oshi sushi is a must - i love the salmon. Torched salmon and a jalapeno on top make for a perfect bite. If you haven't had torched sushi before, you must! It'll change your perspective on sushi.
2) And the true showstopper is their DESSERTS! I love the valrhona chocolate cake and the matcha opera cake. Whoever their pastry chef is, is a genius. Everything has the right balance in that it's never too sweet and the flavors are so complex. 

Only one star off because the prices are steep, compared to new spots in the city that are popping up serving torched pressed sushi at better prices. I've been to the sister restaurant in Vancouver and quality is very similar. Great for an occasion like an anniversary.",2,468
636,"I was always a bit skeptical when it came to chain Chinese restaurants, but Asian Legend proved me wrong. Unlike many other North American Chinese restaurants that serve greasy, oily, and overly salty food, Asian Legend's dishes are lighter, less oily, and yet they still pack in flavours. The ambience inside is clean, nice, and I like how they give you paper to write down your orders yourself (like in some dim sum places). Portion sizes are just right, and customer service is quite good.

Asian Legend specializes in northern-style Chinese cuisine, with all-day dim sum that includes xiao long bao and other steamed dumplings. The dim sum menu isn't as large as those in other dim sum places, but their dishes are of high quality. Review of some of the items that I've tried:

- Steamed Vegetarian Dumplings: Come in 6 large pieces in a bamboo basket; filled with minced greens and mushrooms - very flavourful.

- Assorted Seafood with Sizzling (Crispy) Rice: They ask if you want the seafood & vegs with sauce to be poured over the crispy rice or not (some people prefer the crispy rice to stay crispy). Delicious dish - the assorted seafood includes shrimps, scallops, calamari, with assorted vegetables (broccoli, carrot, snap peas, shiitake mushrooms).

- Snow Pea Shoots with Garlic: Standard but awesome accompaniment to the other dishes.

- Fried Rice with Diced Fish, Ginger, and Egg White: This caught me by surprise (in a good way) because it's not as oily or greasy as the fried rice in many other Chinese restaurants. It's light, tastes ""healthy"", with a good amount of diced fish, egg whites, small ginger slices, and some vegs.",2,636
